Date,DBC,EWJ,GLD,LQD,TLT,VEA,VNQ,VWO
2015-01-02,15.931044578552246,37.731204986572266,114.08000183105469,84.11463165283203,97.24322509765625,27.559110641479492,54.108123779296875,29.359012603759766
2015-01-05,15.703831672668457,37.29557800292969,115.80000305175781,84.45855712890625,98.77079010009766,26.94488525390625,54.40427780151367,28.89147186279297
2015-01-06,15.55527114868164,36.69242477416992,117.12000274658203,84.8025131225586,100.55036163330078,26.645095825195312,54.94390106201172,28.75046157836914
2015-01-07,15.45914363861084,37.22857666015625,116.43000030517578,84.91485595703125,100.35179138183594,26.930274963378906,55.786251068115234,29.410966873168945
2015-01-08,15.520316123962402,37.69770431518555,115.94000244140625,84.64111328125,99.0228042602539,27.339738845825195,55.99684143066406,29.908206939697266
2015-01-09,15.494098663330078,37.29557800292969,117.26000213623047,84.86572265625,100.10738372802734,27.20812225341797,56.02316665649414,29.759782791137695
2015-01-12,15.153282165527344,37.16154861450195,118.55999755859375,85.02713012695312,100.6802749633789,27.178876876831055,56.45092010498047,29.492603302001953
2015-01-13,15.092109680175781,37.463130950927734,118.16000366210938,85.10435485839844,100.6802749633789,27.31049156188965,56.36539077758789,29.70040512084961
2015-01-14,15.258148193359375,37.39611053466797,117.97000122070312,85.25177001953125,101.44403839111328,27.23737144470215,56.85236358642578,29.589075088500977
2015-01-15,15.04841423034668,37.66419219970703,120.94000244140625,85.69400787353516,103.04026794433594,27.390920639038086,56.983970642089844,29.678146362304688
2015-01-16,15.336796760559082,37.99928283691406,122.5199966430664,85.21669006347656,101.72650909423828,27.69071388244629,57.47754669189453,29.97498321533203
2015-01-20,15.12706470489502,38.30085754394531,124.19999694824219,85.4132308959961,103.07848358154297,27.81502342224121,57.023475646972656,29.871095657348633
2015-01-21,15.22319507598877,38.36787414550781,124.2300033569336,85.37812042236328,101.8869857788086,28.01976203918457,56.983970642089844,30.539016723632812
2015-01-22,15.205716133117676,38.53541564941406,125.2300033569336,85.33604431152344,101.52037048339844,28.12212371826172,57.997440338134766,31.184682846069336
2015-01-23,15.109588623046875,38.40137481689453,124.2300033569336,85.83441925048828,102.9333267211914,27.953947067260742,57.832923889160156,30.917512893676758
2015-01-26,15.05715274810791,38.836997985839844,122.98999786376953,85.81334686279297,102.62022399902344,28.32686996459961,58.31991195678711,30.954622268676758
2015-01-27,15.135804176330566,38.904014587402344,124.4000015258789,85.87655639648438,102.7806167602539,28.348793029785156,58.33964920043945,30.791345596313477
