Date,DBC,EWJ,GLD,LQD,TLT,VEA,VNQ,VWO
2015-01-05,-0.014364956652190319,-0.011612703139029783,0.014964618775983719,0.0040804348040719505,0.015586599015298644,-0.022539682875712386,0.005458449969216641,-0.016053112201101193
2015-01-06,-0.00950517635461516,-0.01630444308962097,0.01133448217141997,0.004064212362494652,0.01785679848260772,-0.0111883807371339,0.009869897180002637,-0.004892638303279838
2015-01-07,-0.006198912250983938,0.014506331829486347,-0.005908836993974842,0.0013238815978608189,-0.0019767863424775493,0.0106460049622284,0.015214758390385894,0.022713805671517602
2015-01-08,0.003949233803719714,0.012522542941985104,-0.004217399700950183,-0.003228938678464364,-0.013331756749508322,0.015090162087551599,0.003767843722713402,0.016765294636752734
2015-01-09,-0.001690663329100737,-0.010724431681850442,0.011320872784880804,0.0026501527825253893,0.010893277445357497,-0.00482573817473232,0.0004700093628669638,-0.004975011069181046
2015-01-12,-0.022242066949949377,-0.003600180111235937,0.011025431201653892,0.0019001095881466942,0.005706454208412301,-0.0010754547915265646,0.00760629444759657,-0.009018414872356948
2015-01-13,-0.004045083566836838,0.008082687390836589,-0.003379471739693634,0.0009078241661813531,0.0,0.0048308484678154795,-0.0015162584755653921,0.00702118976726157
2015-01-14,0.010941598609369798,-0.001790572087992971,-0.0016093040146014643,0.0017306709463311405,0.007557399208490426,-0.002680954191538331,0.008602463715436928,-0.0037554777947725994
2015-01-15,-0.013841049234079628,0.007143131459976541,0.024864209830664365,0.005174024723308981,0.015612562209681814,0.0056216144732908965,0.0023122163093303298,0.0030057538950966868
2015-01-16,0.018982339114503602,0.008857452762295916,0.01297967953352017,-0.005585595949244816,-0.012831933928428275,0.010885523145074696,0.008624367746200887,0.00995217870926443
2015-01-20,-0.01376945398865882,0.007904999281777741,0.013618890362551296,0.002303709904286893,0.013202745777054554,0.0044791675118939,-0.007931342724593528,-0.003471828540543984
2015-01-21,0.00633475253630444,0.0017482125282109674,0.00024156831944978564,-0.000411150492766719,-0.011626458135627028,0.007333762739135498,-0.0006930250216075224,0.022113790510156037
2015-01-22,-0.0011488380030040262,0.004357206809255656,0.008017360134577187,-0.0004929422436321354,-0.0036047436939905513,0.00364653916139374,0.01762886599119657,0.020921936919352367
2015-01-23,-0.006341868110874234,-0.0034844439786689734,-0.008017360134577146,0.0058231582351661645,0.013821992482249058,-0.005998179004647531,-0.002840646504039338,-0.008604256177927785
2015-01-26,-0.0034764064903706022,0.011280087143188709,-0.010031679362329541,-0.0002455305801914357,-0.003046436933090766,0.013252414407558996,0.008385347074572108,0.0011995506330083968
2015-01-27,0.005209930668590257,0.00172409944107784,0.011399158685807192,0.0007363221173443804,0.0015617540146222943,0.0007736324595319114,0.000338373359969509,-0.005288670939335599
2015-01-28,-0.01453940054485142,-0.0017240994410777717,-0.007909034514030033,0.006760405211675146,0.016215831081077197,-0.013241552291105298,-0.006677802522983859,-0.011880409581299477
2015-01-29,-0.004697643115788107,0.008591119644736817,-0.02178803552843412,-0.002356829215695863,-0.006602208596547248,0.013499543468296266,0.0035141838396952154,0.0009753983378058346
2015-01-30,0.02384538759329428,-0.017256686674478612,0.022031068542067805,0.00818563169623778,0.017582035412197,-0.01637862710046804,-0.020810270016245414,-0.02716912361978358
2015-02-02,0.013698717215246613,0.010389666470819712,-0.008378450604819716,0.0009307327390004873,-0.0037829012121773473,0.013021158740784135,-0.0026610094288642937,0.017620942693187716
2015-02-03,0.02739888557089977,-0.0017240994410777717,-0.011254031870982083,-0.008118780514002348,-0.021393294403910735,0.014129770497139987,0.008651360183808597,0.017556697691195215
2015-02-04,-0.022309801303795524,0.005163601744539838,0.004368788786280421,0.0013843941858251814,0.0017068306367243934,-0.007168938527111756,-0.004143634093080351,-0.006791230703741836
2015-02-05,0.013445518130980126,0.008547158295853275,0.0017257602352123193,-0.0031795053813313224,-0.011038926415888637,0.010479776042587189,0.01192285868105419,0.007516079156644535
2015-02-06,0.0027785461274059137,-0.0085471582958533,-0.026204564931172653,-0.010508540209589688,-0.017860644095901067,-0.012022072757500285,-0.029490272319856434,-0.016561112759377945
2015-02-09,0.009939491107061304,-0.009487097431146854,0.004457337052542182,0.0006603306525413885,-0.001604801660070739,-0.004642764860695501,-0.007067608729978432,-0.0012286691612121464
2015-02-10,-0.012718037234467168,0.012914615331343795,-0.005891255467082124,-0.002725603125503591,-0.00798608604336776,0.008495058788960144,0.0031867604951089953,-0.0017229301632030942
2015-02-11,-0.007821156114102794,0.0017093635383443311,-0.01188773038576783,0.000661516208105229,0.0018485173592043907,-0.005397779750164971,-0.0029499217358084887,-0.004443099011629499
2015-02-12,0.015029428215876682,0.00680877012783308,0.0023036284035265445,0.0025588702082146478,-0.003314078348095639,0.015345833132161313,0.011864813153565567,0.02298970608674986
2015-02-13,0.010988981222342304,0.011804349570821309,0.005439474740014081,-0.003964779191981167,-0.010321378018936449,0.007081643306271003,-0.006678791875002117,0.010103293018589468
2015-02-17,0.0005464528248103285,-0.0008384599959044805,-0.016838734326833547,-0.004645651506952472,-0.015170903252136485,0.0022655395285508585,-0.002471625748183167,-0.0031164922302480743
2015-02-18,-0.01208816836666925,0.0174639493594057,0.0028404943034609498,0.003569198810206848,0.005922513638260098,0.006766049557083149,0.009267385736714274,0.0009596900123931773
2015-02-19,-0.003322050298442436,0.00739234368468592,-0.003444070035884628,-0.0001658837338457841,-0.006635186275608784,0.0004993603738448662,-0.02171950925139253,-0.00312298430044215
2015-02-20,-0.0038900392826455186,0.008960975986413466,-0.005708895866845205,0.001490708302233661,0.002927771844275464,0.009935325308731972,0.009619692420655322,0.005040159483862027
2015-02-23,-0.0067038734609897385,-0.005692980529132176,0.0013003471683988895,0.003386638584430999,0.01139418907979614,-0.003962046766458599,0.008004430838344304,-0.00962240942838456
2015-02-24,0.0005603554743718014,0.004881824400656861,-0.0014738237281034486,0.006492748872635,0.013040007131092678,0.005937295491735584,-0.019893951558171377,0.013684051977182216
2015-02-25,0.015012774371984108,-0.002437886862711801,0.003810143280624359,0.0009009596583656781,0.004309944783507336,0.00098648458627974,0.00023922678081472163,-0.003343609973864198
2015-02-26,-0.00831270458653562,0.008910531328998963,0.003192846928133665,-0.005416368531497197,-0.0137628465659035,-0.002714581518744548,-0.010940827865253758,-0.000718032574933671
2015-02-27,0.011068280877568512,-0.004040409908693486,0.000775127851616969,0.0023831613880314424,0.008372545358956748,0.0007412179005077676,0.007826685013958955,0.0007180325749336838
