Date,0
2015-01-05,0.9952433942824467
2015-01-06,0.9943960082968405
2015-01-07,1.0016867811696106
2015-01-08,1.0066976777426504
2015-01-09,1.0062390011258513
2015-01-12,1.0053388999815702
2015-01-13,1.0072209747439163
2015-01-14,1.0093809786485983
2015-01-15,1.0150045411772537
2015-01-16,1.0214441841829973
2015-01-20,1.0231662839674858
2015-01-21,1.0264531500770506
2015-01-22,1.0326947915541722
2015-01-23,1.030707686112171
2015-01-26,1.0347173474045952
2015-01-27,1.0363553637537115
2015-01-28,1.0316959798332057
2015-01-29,1.0328607213301633
2015-01-30,1.0286756645585902
2015-02-02,1.0345132446972425
2015-02-03,1.0388114976932867
2015-02-04,1.0350531207883304
2015-02-05,1.040811582006563
2015-02-06,1.0255214544333462
2015-02-09,1.0235105018422193
2015-02-10,1.0241286340415623
2015-02-11,1.0208408888787899
2015-02-12,1.0307477081036513
2015-02-13,1.0335807826537833
2015-02-17,1.0296156650755224
2015-02-18,1.0348471572911004
2015-02-19,1.0308325677921972
2015-02-20,1.0356568846444327
2015-02-23,1.0354952308142467
2015-02-24,1.0379531166555793
2015-02-25,1.0400067077689916
2015-02-26,1.0358974721383465
2015-02-27,1.0392877236777118
2015-03-02,1.0354902962941914
2015-03-03,1.0324822461018082
2015-03-04,1.027011791015845
2015-03-05,1.0282144515721836
2015-03-06,1.0108525244883713
2015-03-09,1.0126881731992015
2015-03-10,1.0042100719002534
2015-03-11,1.0082697221924553
2015-03-12,1.0158438715280633
2015-03-13,1.0106727253703276
2015-03-16,1.0170945270054916
2015-03-17,1.0176935252872281
2015-03-18,1.0376800406961968
2015-03-19,1.0286251176854038
2015-03-20,1.0433280707741648
2015-03-23,1.0469563257967567
2015-03-24,1.046124758281718
2015-03-25,1.0391634238635854
2015-03-26,1.0339793116189695
2015-03-27,1.0348716493097472
2015-03-30,1.0391604230641829
2015-03-31,1.0315155641860239
2015-04-01,1.0396557391116408
2015-04-02,1.0429322111705146
2015-04-06,1.0512324478441049
2015-04-07,1.0503371989423365
2015-04-08,1.051324443339283
2015-04-09,1.0469155126529903
